[2026-03-03 02:55:16] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:38:48] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:38:54] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:39:01] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:39:07] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:39:14] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:39:21] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:39:27] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:39:34] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:39:41] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:39:47] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:39:54] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:40:01] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:40:07] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:40:14] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:40:20] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:40:27] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:40:34] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:40:40] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:40:47] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:40:53] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:40:59] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:41:06] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:41:13] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:41:19] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:41:26] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:41:32] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:41:39] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:41:46] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:41:53] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:41:59] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:42:06] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:42:13] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:42:19] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:42:26] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:42:32] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:42:39] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:42:45] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:42:52] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:42:59] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:43:06] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:43:12] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:43:19] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:43:26] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:43:32] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:43:39] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:43:46] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:43:52] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:43:59] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:44:05] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:44:11] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:44:18] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:44:25] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:44:32] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:44:38] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:44:44] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:44:51] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:44:57] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:45:04] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:45:10] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:45:17] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:45:24] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:45:30] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:45:37] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:45:44] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:45:50] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:45:57] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:46:03] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:46:10] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:46:17] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:46:23] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:46:30] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:46:36] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:46:42] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:46:49] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:46:56] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:47:02] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:47:09] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:47:15] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:47:21] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:47:28] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:47:35] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:47:41] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:47:48] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:47:54] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:48:01] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:48:08] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:48:14] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:48:21] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:48:27] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:48:34] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:48:40] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:48:47] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:48:53] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:49:00] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:49:06] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:49:13] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:49:19] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:49:26] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:49:33] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:49:40] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:49:46] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:49:53] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:49:59] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:50:06] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:50:12] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:50:18] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:50:25] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:50:31] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:50:38] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:50:44] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:50:51] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:50:57] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:51:04] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:51:10] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:51:17] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:51:23] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:51:30] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:51:36] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:51:43] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:51:49] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:51:56] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:52:02] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:52:09] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:52:15] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:52:22] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:52:28] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:52:35] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:52:42] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:52:48] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:52:55] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:53:02] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:53:09] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:53:16] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:53:22] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:53:28] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:53:35] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:53:42] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:53:48] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:53:55] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:54:01] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:54:08] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:54:15] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:54:22] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:54:29] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:54:35] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:54:41] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:54:47] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:54:54] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:55:01] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:55:07] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:55:14] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:55:20] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:55:26] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:55:33] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:55:39] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:55:46] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:55:52] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:55:59] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:56:06] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:56:12] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:56:19] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:56:26] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:56:32] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:56:39] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:56:45] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:56:52] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:56:58] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:57:05] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:57:11] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:57:17] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:57:24] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:57:30] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:57:37] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:57:43] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:57:50] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:57:57] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:58:03] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:58:10] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:58:17] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:58:23] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:58:30] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:58:37] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:58:43] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:58:49] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:58:56] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:59:02] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:59:09] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:59:15] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:59:22] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:59:28] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:59:35] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:59:41] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:59:48] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 03:59:55] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:00:01] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:00:08] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:00:15] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:00:21] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:00:27] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:00:34] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:00:40] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:00:46] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:00:53] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:00:59] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:01:05] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:01:12] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:01:18] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:01:25] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:01:31] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:01:37] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:01:44] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:01:50] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:01:56] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:02:03] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:02:10] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:02:16] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:02:23] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:02:30] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:02:37] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:02:43] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:02:50] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:02:56] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:03:03] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:03:10] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:03:17] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:03:23] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:03:30] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:03:36] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:03:43] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:03:49] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:03:56] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:04:02] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:04:09] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:04:15] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:04:22] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:04:28] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:04:35] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:04:41] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:04:48] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:04:55] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:05:01] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:05:08] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:05:14] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:05:21] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:05:28] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:05:35] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:05:42] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:05:49] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:05:56] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:06:04] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:06:11] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:06:18] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:06:25] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:06:32] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:06:39] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:06:46] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:06:54] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:07:00] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:07:08] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:07:14] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:07:20] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:07:27] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:07:33] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:07:40] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:07:47] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:07:53] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:08:00] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:08:06] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:08:13] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:08:20] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:08:26] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:08:33] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:08:39] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:08:45] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:08:52] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:08:59] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:09:05] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:09:12] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:09:18] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:09:25] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:09:31] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:09:37] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:09:44] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:09:51] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:09:58] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:10:04] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:10:10] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:10:16] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:10:23] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:10:30] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:10:36] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:10:42] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:10:49] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:10:55] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:11:01] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:11:08] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:11:14] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:11:21] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:11:28] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:11:34] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:11:40] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:11:47] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:11:53] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:11:59] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:12:06] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:12:12] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:12:18] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:12:25] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:12:31] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:12:38] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:12:44] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:12:51] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:12:58] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:13:05] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:13:11] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:13:17] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:13:24] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:13:30] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:13:37] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:13:44] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:13:50] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:13:57] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:14:04] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:14:11] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:14:17] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:14:24] Altruists (Green): 19 | Selfish (Red): 17
[2026-03-03 04:14:31] Altruists (Green): 19 | Selfish (Red): 17
